"workflow_id","display_name","diagnosis_label","specialty_id","age_min_months","age_max_years","sex","excluded_from_limited_testing"
"prev-caregiver-certificate-documentation","Caregiver certificate documentation","Caregiver certificate documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-cervical-screening-documentation","Cervical screening documentation","Cervical screening documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-colon-cancer-screening-documentation","Colon cancer screening documentation","Colon cancer screening documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-diabetes-screening-documentation","Diabetes screening documentation","Diabetes screening documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-diet-counseling-documentation","Diet counseling documentation","Diet counseling documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-disability-support-form-documentation","Disability support form documentation","Disability support form documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-domestic-safety-screening-documentation","Domestic safety screening documentation","Domestic safety screening documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-driving-medical-form","Driving medical form","Driving medical form","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-exercise-counseling-documentation","Exercise counseling documentation","Exercise counseling documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-family-history-documentation","Family history documentation","Family history documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-financial-stress-health-documentation","Financial stress health documentation","Financial stress health documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-fitness-to-fly-documentation","Fitness-to-fly documentation","Fitness-to-fly documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-fitness-to-work-documentation","Fitness-to-work documentation","Fitness-to-work documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-flu-vaccine-counseling","Flu vaccine counseling","Flu vaccine counseling","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-genetic-risk-referral-documentation","Genetic risk referral documentation-only","Genetic risk referral documentation-only","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-hpv-vaccine-counseling","HPV vaccine counseling","HPV vaccine counseling","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-insurance-medical-report","Insurance medical report","Insurance medical report","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-lifestyle-goal-setting","Lifestyle goal setting","Lifestyle goal setting","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-lipid-screening-documentation","Lipid screening documentation","Lipid screening documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-medical-summary-letter","Medical summary letter","Medical summary letter","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-medication-list-update","Medication list update","Medication list update","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-obesity-screening-documentation","Obesity screening documentation","Obesity screening documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-occupational-health-screening","Occupational health screening","Occupational health screening","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-patient-requested-report","Patient-requested report","Patient-requested report","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-pneumococcal-vaccine-counseling","Pneumococcal vaccine counseling","Pneumococcal vaccine counseling","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-pre-employment-medical","Pre-employment medical","Pre-employment medical","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-preventive-care-review","Preventive care review","Preventive care review","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-problem-list-reconciliation","Problem list reconciliation","Problem list reconciliation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-prostate-screening-discussion-documentation","Prostate screening discussion documentation","Prostate screening discussion documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-referral-letter-documentation","Referral letter documentation","Referral letter documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-results-explanation-visit","Results explanation visit","Results explanation visit","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-return-to-work-documentation","Return-to-work documentation","Return-to-work documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-safeguarding-screening-prompt-documentation","Safeguarding screening prompt documentation","Safeguarding screening prompt documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-school-medical-form","School medical form","School medical form","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-sexual-health-screening-documentation","Sexual health screening documentation","Sexual health screening documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-shared-decision-making-documentation","Shared decision-making documentation","Shared decision-making documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-sick-leave-certificate","Sick leave certificate","Sick leave certificate","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-sleep-counseling-documentation","Sleep counseling documentation","Sleep counseling documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-smoking-cessation-counseling-documentation","Smoking cessation counseling documentation","Smoking cessation counseling documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-social-determinants-review","Social determinants review","Social determinants review","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-sports-participation-form","Sports participation form","Sports participation form","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-stress-counseling-documentation","Stress counseling documentation","Stress counseling documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-substance-use-screening-documentation","Substance use screening documentation","Substance use screening documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-travel-vaccination-counseling","Travel vaccination counseling","Travel vaccination counseling","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-vaccination-counseling","Vaccination counseling","Vaccination counseling","Preventive care / screening / counseling / administrative documentation","","","","false"
"prev-work-accommodation-documentation","Work accommodation documentation","Work accommodation documentation","Preventive care / screening / counseling / administrative documentation","","","","false"
"psych-adhd-follow-up","ADHD follow-up","ADHD follow-up","Psychiatry / Mental Health outpatient","","","","false"
"psych-adjustment-difficulty-documentation","Adjustment difficulty documentation","Adjustment difficulty documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-alcohol-use-mental-health-review","Alcohol use mental health review","Alcohol use mental health review","Psychiatry / Mental Health outpatient","","","","false"
"psych-anger-management-discussion-documentation","Anger management discussion documentation","Anger management discussion documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-antidepressant-follow-up-documentation","Antidepressant follow-up documentation","Antidepressant follow-up documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-anxiety-follow-up","Anxiety follow-up","Anxiety follow-up","Psychiatry / Mental Health outpatient","","","","false"
"psych-autism-support-documentation","Autism support documentation","Autism support documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-bipolar-mood-symptom-follow-up","Bipolar mood symptom follow-up","Bipolar mood symptom follow-up","Psychiatry / Mental Health outpatient","","","","false"
"psych-body-image-concern-documentation","Body image concern documentation","Body image concern documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-caffeine-and-anxiety-documentation","Caffeine and anxiety documentation","Caffeine and anxiety documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-cannabis-use-discussion-documentation","Cannabis use discussion documentation","Cannabis use discussion documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-caregiver-burnout-mental-health","Caregiver burnout mental health","Caregiver burnout mental health","Psychiatry / Mental Health outpatient","","","","false"
"psych-chronic-illness-adjustment-documentation","Chronic illness adjustment documentation","Chronic illness adjustment documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-crisis-contact-documentation","Crisis contact documentation","Crisis contact documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-digital-overuse-mental-health-documentation","Digital overuse mental health documentation","Digital overuse mental health documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-eating-pattern-concern","Eating pattern concern","Eating pattern concern","Psychiatry / Mental Health outpatient","","","","false"
"psych-exam-stress-documentation","Exam stress documentation","Exam stress documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-family-conflict-documentation","Family conflict documentation","Family conflict documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-functional-impairment-documentation","Functional impairment documentation","Functional impairment documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-generalized-worry-documentation","Generalized worry documentation","Generalized worry documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-grief-and-bereavement-review","Grief and bereavement review","Grief and bereavement review","Psychiatry / Mental Health outpatient","","","","false"
"psych-health-anxiety-review","Health anxiety review","Health anxiety review","Psychiatry / Mental Health outpatient","","","","false"
"psych-insomnia-follow-up","Insomnia follow-up","Insomnia follow-up","Psychiatry / Mental Health outpatient","","","","false"
"psych-irritability-documentation","Irritability documentation","Irritability documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-loneliness-and-social-isolation-review","Loneliness and social isolation review","Loneliness and social isolation review","Psychiatry / Mental Health outpatient","","","","false"
"psych-low-mood-follow-up","Low mood follow-up","Low mood follow-up","Psychiatry / Mental Health outpatient","","","","false"
"psych-medication-adherence-mental-health","Medication adherence mental health","Medication adherence mental health","Psychiatry / Mental Health outpatient","","","","false"
"psych-medication-change-discussion-documentation","Medication change discussion documentation","Medication change discussion documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-medication-side-effect-mental-health-review","Medication side-effect mental health review","Medication side-effect mental health review","Psychiatry / Mental Health outpatient","","","","false"
"psych-mindfulness-discussion-documentation","Mindfulness discussion documentation","Mindfulness discussion documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-mood-diary-review","Mood diary review","Mood diary review","Psychiatry / Mental Health outpatient","","","","false"
"psych-neurodiversity-accommodations-documentation","Neurodiversity accommodations documentation","Neurodiversity accommodations documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-occupational-functioning-review","Occupational functioning review","Occupational functioning review","Psychiatry / Mental Health outpatient","","","","false"
"psych-ocd-symptom-documentation","OCD symptom documentation","OCD symptom documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-panic-symptoms-follow-up","Panic symptoms follow-up","Panic symptoms follow-up","Psychiatry / Mental Health outpatient","","","","false"
"psych-perinatal-anxiety-documentation","Perinatal anxiety documentation","Perinatal anxiety documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-postpartum-mood-follow-up","Postpartum mood follow-up","Postpartum mood follow-up","Psychiatry / Mental Health outpatient","","","","false"
"psych-psychiatry-referral-documentation","Psychiatry referral documentation","Psychiatry referral documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-psychology-referral-documentation","Psychology referral documentation","Psychology referral documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-psychosis-symptom-screening-documentation","Psychosis symptom screening documentation","Psychosis symptom screening documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-ptsd-symptom-review","PTSD symptom review","PTSD symptom review","Psychiatry / Mental Health outpatient","","","","false"
"psych-relapse-prevention-discussion-documentation","Relapse prevention discussion documentation","Relapse prevention discussion documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-relationship-stress-documentation","Relationship stress documentation","Relationship stress documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-return-to-work-mental-health-review","Return-to-work mental health review","Return-to-work mental health review","Psychiatry / Mental Health outpatient","","","","false"
"psych-safety-plan-documentation","Safety plan documentation","Safety plan documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-school-stress-adolescent","School stress adolescent","School stress adolescent","Psychiatry / Mental Health outpatient","","","","false"
"psych-self-harm-history-documentation-prompts","Self-harm history documentation prompts","Self-harm history documentation prompts","Psychiatry / Mental Health outpatient","","","","false"
"psych-sleep-hygiene-discussion-documentation","Sleep hygiene discussion documentation","Sleep hygiene discussion documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-social-anxiety-documentation","Social anxiety documentation","Social anxiety documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-stress-reaction-follow-up","Stress reaction follow-up","Stress reaction follow-up","Psychiatry / Mental Health outpatient","","","","false"
"psych-substance-use-screening-documentation","Substance use screening documentation","Substance use screening documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-suicidality-screening-documentation","Suicidality screening documentation","Suicidality screening documentation","Psychiatry / Mental Health outpatient","","","","true"
"psych-therapy-progress-review","Therapy progress review","Therapy progress review","Psychiatry / Mental Health outpatient","","","","false"
"psych-trauma-exposure-documentation","Trauma exposure documentation","Trauma exposure documentation","Psychiatry / Mental Health outpatient","","","","false"
"psych-work-related-stress-mental-health","Work-related stress mental health","Work-related stress mental health","Psychiatry / Mental Health outpatient","","","","false"
"renal-aki-follow-up-after-discharge","AKI follow-up after discharge","AKI follow-up after discharge","Nephrology outpatient","","","","false"
"renal-albumin-creatinine-ratio-review","Albumin-creatinine ratio review","Albumin-creatinine ratio review","Nephrology outpatient","","","","false"
"renal-anemia-in-ckd-review","Anemia in CKD review","Anemia in CKD review","Nephrology outpatient","","","","false"
"renal-bone-mineral-ckd-result-review","Bone-mineral CKD result review","Bone-mineral CKD result review","Nephrology outpatient","","","","false"
"renal-ckd-follow-up","CKD follow-up","CKD follow-up","Nephrology outpatient","","","","false"
"renal-creatinine-trend-review","Creatinine trend review","Creatinine trend review","Nephrology outpatient","","","","false"
"renal-cyst-result-discussion-documentation","Renal cyst result discussion documentation","Renal cyst result discussion documentation","Nephrology outpatient","","","","false"
"renal-diabetic-kidney-disease-review","Diabetic kidney disease review","Diabetic kidney disease review","Nephrology outpatient","","","","false"
"renal-dialysis-access-documentation","Dialysis access documentation","Dialysis access documentation","Nephrology outpatient","","","","false"
"renal-edema-renal-review","Edema renal review","Edema renal review","Nephrology outpatient","","","","false"
"renal-egfr-result-review","EGFR result review","EGFR result review","Nephrology outpatient","","","","false"
"renal-electrolyte-abnormality-review","Electrolyte abnormality review","Electrolyte abnormality review","Nephrology outpatient","","","","false"
"renal-fluid-status-renal-review","Fluid status renal review","Fluid status renal review","Nephrology outpatient","","","","false"
"renal-hematuria-renal-review","Hematuria renal review","Hematuria renal review","Nephrology outpatient","","","","false"
"renal-hemodialysis-clinic-documentation","Hemodialysis clinic documentation","Hemodialysis clinic documentation","Nephrology outpatient","","","","false"
"renal-hyperkalemia-documentation","Hyperkalemia documentation","Hyperkalemia documentation","Nephrology outpatient","","","","false"
"renal-hypertension-renal-risk-review","Hypertension renal risk review","Hypertension renal risk review","Nephrology outpatient","","","","false"
"renal-hyponatremia-documentation","Hyponatremia documentation","Hyponatremia documentation","Nephrology outpatient","","","","false"
"renal-kidney-stone-metabolic-review","Kidney stone metabolic review","Kidney stone metabolic review","Nephrology outpatient","","","","false"
"renal-medication-adherence-review","Renal medication adherence review","Renal medication adherence review","Nephrology outpatient","","","","false"
"renal-medication-renal-safety-review","Medication renal safety review","Medication renal safety review","Nephrology outpatient","","","","false"
"renal-nephrology-referral-documentation","Nephrology referral documentation","Nephrology referral documentation","Nephrology outpatient","","","","false"
"renal-nsaid-renal-risk-documentation","NSAID renal risk documentation","NSAID renal risk documentation","Nephrology outpatient","","","","false"
"renal-peritoneal-dialysis-follow-up-documentation","Peritoneal dialysis follow-up documentation","Peritoneal dialysis follow-up documentation","Nephrology outpatient","","","","false"
"renal-proteinuria-result-review","Proteinuria result review","Proteinuria result review","Nephrology outpatient","","","","false"
"renal-recurrent-uti-renal-risk-review","Recurrent UTI renal risk review","Recurrent UTI renal risk review","Nephrology outpatient","","","","false"
"renal-safety-net-documentation","Renal safety-net documentation","Renal safety-net documentation","Nephrology outpatient","","","","false"
"renal-transplant-kidney-follow-up-documentation","Transplant kidney follow-up documentation","Transplant kidney follow-up documentation","Nephrology outpatient","","","","false"
"renal-ultrasound-result-review","Renal ultrasound result review","Renal ultrasound result review","Nephrology outpatient","","","","false"
"renal-urine-output-documentation","Urine output documentation","Urine output documentation","Nephrology outpatient","","","","false"
"resp-allergic-airway-symptoms","Allergic airway symptoms","Allergic airway symptoms","Respiratory outpatient","","","","false"
"resp-allergy-follow-up","Respiratory allergy follow-up","Respiratory allergy follow-up","Respiratory outpatient","","","","false"
"resp-asthma-action-plan-documentation","Asthma action plan documentation","Asthma action plan documentation","Respiratory outpatient","","","","false"
"resp-asthma-follow-up","Asthma follow-up","Asthma follow-up","Respiratory outpatient","","","","false"
"resp-breathlessness-follow-up","Breathlessness follow-up","Breathlessness follow-up","Respiratory outpatient","","","","false"
"resp-bronchiectasis-follow-up","Bronchiectasis follow-up","Bronchiectasis follow-up","Respiratory outpatient","","","","false"
"resp-chest-infection-follow-up","Chest infection follow-up","Chest infection follow-up","Respiratory outpatient","","","","false"
"resp-chest-tightness-non-acute-review","Chest tightness non-acute review","Chest tightness non-acute review","Respiratory outpatient","","","","false"
"resp-chest-x-ray-result-review","Chest X-ray result review","Chest X-ray result review","Respiratory outpatient","","","","false"
"resp-chronic-cough-documentation","Chronic cough documentation","Chronic cough documentation","Respiratory outpatient","","","","false"
"resp-chronic-cough-review","Chronic cough review","Chronic cough review","Respiratory outpatient","","","","false"
"resp-copd-exacerbation-follow-up","COPD exacerbation follow-up","COPD exacerbation follow-up","Respiratory outpatient","","","","false"
"resp-copd-follow-up","COPD follow-up","COPD follow-up","Respiratory outpatient","","","","false"
"resp-cough-follow-up","Cough follow-up","Cough follow-up","Respiratory outpatient","","","","false"
"resp-cough-red-flag-screening-documentation","Cough red-flag screening documentation","Cough red-flag screening documentation","Respiratory outpatient","","","","false"
"resp-cpap-follow-up-documentation","CPAP follow-up documentation","CPAP follow-up documentation","Respiratory outpatient","","","","false"
"resp-ct-chest-result-discussion-documentation","CT chest result discussion documentation","CT chest result discussion documentation","Respiratory outpatient","","","","false"
"resp-exercise-induced-bronchospasm-documentation","Exercise-induced bronchospasm documentation","Exercise-induced bronchospasm documentation","Respiratory outpatient","","","","false"
"resp-flu-vaccine-respiratory-risk-documentation","Flu vaccine respiratory risk documentation","Flu vaccine respiratory risk documentation","Respiratory outpatient","","","","false"
"resp-home-oxygen-documentation","Home oxygen documentation","Home oxygen documentation","Respiratory outpatient","","","","false"
"resp-inhaler-technique-review","Inhaler technique review","Inhaler technique review","Respiratory outpatient","","","","false"
"resp-interstitial-lung-disease-follow-up-documentation","Interstitial lung disease follow-up documentation","Interstitial lung disease follow-up documentation","Respiratory outpatient","","","","false"
"resp-latent-tb-result-review","Latent TB result review","Latent TB result review","Respiratory outpatient","","","","false"
"resp-long-covid-breathlessness-review","Long COVID breathlessness review","Long COVID breathlessness review","Respiratory outpatient","","","","false"
"resp-medication-review","Respiratory medication review","Respiratory medication review","Respiratory outpatient","","","","true"
"resp-nocturnal-breathlessness-review","Nocturnal breathlessness review","Nocturnal breathlessness review","Respiratory outpatient","","","","false"
"resp-nocturnal-cough-documentation","Nocturnal cough documentation","Nocturnal cough documentation","Respiratory outpatient","","","","false"
"resp-occupational-exposure-respiratory-documentation","Occupational exposure respiratory documentation","Occupational exposure respiratory documentation","Respiratory outpatient","","","","false"
"resp-oxygen-saturation-trend-review","Oxygen saturation trend review","Oxygen saturation trend review","Respiratory outpatient","","","","false"
"resp-peak-flow-diary-review","Peak flow diary review","Peak flow diary review","Respiratory outpatient","","","","false"
"resp-pediatric-to-adult-asthma-transition-documentation","Pediatric-to-adult asthma transition documentation","Pediatric-to-adult asthma transition documentation","Respiratory outpatient","","","","false"
"resp-pleural-effusion-follow-up-documentation","Pleural effusion follow-up documentation","Pleural effusion follow-up documentation","Respiratory outpatient","","","","false"
"resp-pneumococcal-vaccine-respiratory-risk","Pneumococcal vaccine respiratory risk","Pneumococcal vaccine respiratory risk","Respiratory outpatient","","","","false"
"resp-post-covid-respiratory-follow-up","Post-COVID respiratory follow-up","Post-COVID respiratory follow-up","Respiratory outpatient","","","","false"
"resp-post-hospital-respiratory-follow-up","Post-hospital respiratory follow-up","Post-hospital respiratory follow-up","Respiratory outpatient","","","","false"
"resp-post-pneumonia-review","Post-pneumonia review","Post-pneumonia review","Respiratory outpatient","","","","false"
"resp-pulmonary-function-result-review","Pulmonary function result review","Pulmonary function result review","Respiratory outpatient","","","","false"
"resp-pulmonary-nodule-result-review","Pulmonary nodule result review","Pulmonary nodule result review","Respiratory outpatient","","","","false"
"resp-pulmonary-rehab-progress-review","Pulmonary rehab progress review","Pulmonary rehab progress review","Respiratory outpatient","","","","false"
"resp-referral-documentation","Respiratory referral documentation","Respiratory referral documentation","Respiratory outpatient","","","","false"
"resp-safety-net-documentation","Respiratory safety-net documentation","Respiratory safety-net documentation","Respiratory outpatient","","","","false"
"resp-smoking-related-respiratory-review","Smoking-related respiratory review","Smoking-related respiratory review","Respiratory outpatient","","","","false"
"resp-snoring-respiratory-review","Snoring respiratory review","Snoring respiratory review","Respiratory outpatient","","","","false"
"resp-spirometry-result-review","Spirometry result review","Spirometry result review","Respiratory outpatient","","","","false"
"resp-sputum-symptom-documentation","Sputum symptom documentation","Sputum symptom documentation","Respiratory outpatient","","","","false"
"resp-travel-related-respiratory-symptoms","Travel-related respiratory symptoms","Travel-related respiratory symptoms","Respiratory outpatient","","","","false"
"resp-tuberculosis-screening-documentation","Tuberculosis screening documentation","Tuberculosis screening documentation","Respiratory outpatient","","","","false"
"resp-vaccine-counseling","Respiratory vaccine counseling","Respiratory vaccine counseling","Respiratory outpatient","","","","false"
"resp-vaping-related-respiratory-symptoms","Vaping-related respiratory symptoms","Vaping-related respiratory symptoms","Respiratory outpatient","","","","false"
"resp-wheeze-documentation","Wheeze documentation","Wheeze documentation","Respiratory outpatient","","","","false"
"rheum-ana-result-discussion-documentation","ANA result discussion documentation","ANA result discussion documentation","Rheumatology outpatient","","","","false"
"rheum-ankylosing-spondylitis-follow-up","Ankylosing spondylitis follow-up","Ankylosing spondylitis follow-up","Rheumatology outpatient","","","","false"
"rheum-anti-ccp-result-review","Anti-CCP result review","Anti-CCP result review","Rheumatology outpatient","","","","false"
"rheum-autoimmune-blood-result-review","Autoimmune blood result review","Autoimmune blood result review","Rheumatology outpatient","","","","false"
"rheum-back-pain-inflammatory-screening","Back pain inflammatory screening","Back pain inflammatory screening","Rheumatology outpatient","","","","false"
"rheum-biologic-therapy-monitoring-documentation","Biologic therapy monitoring documentation","Biologic therapy monitoring documentation","Rheumatology outpatient","","","","false"
"rheum-chronic-widespread-pain-rheumatology","Chronic widespread pain rheumatology","Chronic widespread pain rheumatology","Rheumatology outpatient","","","","false"
"rheum-connective-tissue-disease-review","Connective tissue disease review","Connective tissue disease review","Rheumatology outpatient","","","","false"
"rheum-dmard-monitoring-documentation","DMARD monitoring documentation","DMARD monitoring documentation","Rheumatology outpatient","","","","false"
"rheum-enthesitis-documentation","Enthesitis documentation","Enthesitis documentation","Rheumatology outpatient","","","","false"
"rheum-esr-crp-trend-review","ESR CRP trend review","ESR CRP trend review","Rheumatology outpatient","","","","false"
"rheum-fibromyalgia-review","Fibromyalgia review","Fibromyalgia review","Rheumatology outpatient","","","","false"
"rheum-flare-documentation","Rheumatology flare documentation","Rheumatology flare documentation","Rheumatology outpatient","","","","false"
"rheum-functional-impact-rheumatology-review","Functional impact rheumatology review","Functional impact rheumatology review","Rheumatology outpatient","","","","false"
"rheum-giant-cell-arteritis-screening-documentation","Giant cell arteritis screening documentation","Giant cell arteritis screening documentation","Rheumatology outpatient","","","","false"
"rheum-gout-follow-up","Gout follow-up","Gout follow-up","Rheumatology outpatient","","","","false"
"rheum-inflammatory-arthritis-follow-up","Inflammatory arthritis follow-up","Inflammatory arthritis follow-up","Rheumatology outpatient","","","","false"
"rheum-injection-follow-up-rheumatology","Injection follow-up rheumatology","Injection follow-up rheumatology","Rheumatology outpatient","","","","false"
"rheum-joint-swelling-documentation","Joint swelling documentation","Joint swelling documentation","Rheumatology outpatient","","","","false"
"rheum-lupus-follow-up","Lupus follow-up","Lupus follow-up","Rheumatology outpatient","","","","false"
"rheum-medication-review","Rheumatology medication review","Rheumatology medication review","Rheumatology outpatient","","","","true"
"rheum-morning-stiffness-documentation","Morning stiffness documentation","Morning stiffness documentation","Rheumatology outpatient","","","","false"
"rheum-osteoporosis-rheumatology-review","Osteoporosis rheumatology review","Osteoporosis rheumatology review","Rheumatology outpatient","","","","false"
"rheum-polymyalgia-rheumatica-follow-up","Polymyalgia rheumatica follow-up","Polymyalgia rheumatica follow-up","Rheumatology outpatient","","","","false"
"rheum-pseudogout-documentation","Pseudogout documentation","Pseudogout documentation","Rheumatology outpatient","","","","false"
"rheum-psoriatic-arthritis-follow-up","Psoriatic arthritis follow-up","Psoriatic arthritis follow-up","Rheumatology outpatient","","","","false"
"rheum-raynaud-phenomenon-documentation","Raynaud phenomenon documentation","Raynaud phenomenon documentation","Rheumatology outpatient","","","","false"
"rheum-referral-documentation","Rheumatology referral documentation","Rheumatology referral documentation","Rheumatology outpatient","","","","false"
"rheum-rheumatoid-arthritis-follow-up","Rheumatoid arthritis follow-up","Rheumatoid arthritis follow-up","Rheumatology outpatient","","","","false"
"rheum-rheumatoid-factor-result-review","Rheumatoid factor result review","Rheumatoid factor result review","Rheumatology outpatient","","","","false"
"rheum-safety-net-documentation","Rheumatology safety-net documentation","Rheumatology safety-net documentation","Rheumatology outpatient","","","","false"
"rheum-sj-gren-symptoms-documentation","Sj�gren symptoms documentation","Sj�gren symptoms documentation","Rheumatology outpatient","","","","false"
"rheum-steroid-side-effect-review-documentation","Steroid side-effect review documentation","Steroid side-effect review documentation","Rheumatology outpatient","","","","false"
"rheum-uveitis-rheumatology-association-documentation","Uveitis rheumatology association documentation","Uveitis rheumatology association documentation","Rheumatology outpatient","","","","false"
"rheum-vasculitis-follow-up-documentation","Vasculitis follow-up documentation","Vasculitis follow-up documentation","Rheumatology outpatient","","","","false"
"surg-abdominal-wall-pain-surgical-review","Abdominal wall pain surgical review","Abdominal wall pain surgical review","General Surgery","","","","false"
"surg-abscess-post-procedure-follow-up","Abscess post-procedure follow-up","Abscess post-procedure follow-up","General Surgery","","","","false"
"surg-anal-fissure-surgical-review","Anal fissure surgical review","Anal fissure surgical review","General Surgery","","","","false"
"surg-anorectal-pain-documentation","Anorectal pain documentation","Anorectal pain documentation","General Surgery","","","","false"
"surg-anticoagulation-perioperative-documentation","Anticoagulation perioperative documentation","Anticoagulation perioperative documentation","General Surgery","","","","false"
"surg-appendicitis-post-discharge-follow-up","Appendicitis post-discharge follow-up","Appendicitis post-discharge follow-up","General Surgery","","","","false"
"surg-axillary-lump-surgical-review","Axillary lump surgical review","Axillary lump surgical review","General Surgery","","","","false"
"surg-bariatric-pre-operative-documentation","Bariatric pre-operative documentation","Bariatric pre-operative documentation","General Surgery","","","","false"
"surg-bariatric-surgery-follow-up","Bariatric surgery follow-up","Bariatric surgery follow-up","General Surgery","","","","false"
"surg-benign-breast-clinic-follow-up","Benign breast clinic follow-up","Benign breast clinic follow-up","General Surgery","","","","false"
"surg-biliary-colic-follow-up","Biliary colic follow-up","Biliary colic follow-up","General Surgery","","","","false"
"surg-biopsy-result-discussion","Surgical biopsy result discussion","Surgical biopsy result discussion","General Surgery","","","","false"
"surg-breast-lump-surgical-clinic","Breast lump surgical clinic","Breast lump surgical clinic","General Surgery","","","","false"
"surg-breast-pain-surgical-clinic","Breast pain surgical clinic","Breast pain surgical clinic","General Surgery","","","","false"
"surg-carotid-clinic-documentation","Carotid clinic documentation","Carotid clinic documentation","General Surgery","","","","false"
"surg-colorectal-clinic-follow-up","Colorectal clinic follow-up","Colorectal clinic follow-up","General Surgery","","","","false"
"surg-complication-screening-prompts","Surgical complication screening prompts","Surgical complication screening prompts","General Surgery","","","","false"
"surg-consent-discussion-documentation","Surgical consent discussion documentation","Surgical consent discussion documentation","General Surgery","","","","false"
"surg-day-surgery-follow-up-call-documentation","Day surgery follow-up call documentation","Day surgery follow-up call documentation","General Surgery","","","","false"
"surg-diabetic-foot-surgical-review","Diabetic foot surgical review","Diabetic foot surgical review","General Surgery","","","","false"
"surg-drain-follow-up","Surgical drain follow-up","Surgical drain follow-up","General Surgery","","","","false"
