"workflow_id","display_name","specialty","risk_tier","source_status","verdict","p0","p1","p2","p3","finding_codes"
"prev-family-history-documentation","Family history documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-financial-stress-health-documentation","Financial stress health documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-fitness-to-fly-documentation","Fitness-to-fly documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-fitness-to-work-documentation","Fitness-to-work documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-flu-vaccine-counseling","Flu vaccine counseling","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-genetic-risk-referral-documentation","Genetic risk referral documentation-only","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-hpv-vaccine-counseling","HPV vaccine counseling","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-insurance-medical-report","Insurance medical report","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-lifestyle-goal-setting","Lifestyle goal setting","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-lipid-screening-documentation","Lipid screening documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-medical-summary-letter","Medical summary letter","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-medication-list-update","Medication list update","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-obesity-screening-documentation","Obesity screening documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-occupational-health-screening","Occupational health screening","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-patient-requested-report","Patient-requested report","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-pneumococcal-vaccine-counseling","Pneumococcal vaccine counseling","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-pre-employment-medical","Pre-employment medical","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-preventive-care-review","Preventive care review","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-problem-list-reconciliation","Problem list reconciliation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-prostate-screening-discussion-documentation","Prostate screening discussion documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-referral-letter-documentation","Referral letter documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-results-explanation-visit","Results explanation visit","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-return-to-work-documentation","Return-to-work documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-safeguarding-screening-prompt-documentation","Safeguarding screening prompt documentation","Preventive care / screening / counseling / administrative documentation","tier_4","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-school-medical-form","School medical form","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-sexual-health-screening-documentation","Sexual health screening documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-shared-decision-making-documentation","Shared decision-making documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-sick-leave-certificate","Sick leave certificate","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-sleep-counseling-documentation","Sleep counseling documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-smoking-cessation-counseling-documentation","Smoking cessation counseling documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-social-determinants-review","Social determinants review","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-sports-participation-form","Sports participation form","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-stress-counseling-documentation","Stress counseling documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-substance-use-screening-documentation","Substance use screening documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-travel-vaccination-counseling","Travel vaccination counseling","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-vaccination-counseling","Vaccination counseling","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"prev-work-accommodation-documentation","Work accommodation documentation","Preventive care / screening / counseling / administrative documentation","tier_2","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY | ungraded:SOURCE_MISSING_PUBLICATION_DATE"
"psych-adhd-follow-up","ADHD follow-up","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-adjustment-difficulty-documentation","Adjustment difficulty documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-alcohol-use-mental-health-review","Alcohol use mental health review","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-anger-management-discussion-documentation","Anger management discussion documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-antidepressant-follow-up-documentation","Antidepressant follow-up documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-anxiety-follow-up","Anxiety follow-up","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-autism-support-documentation","Autism support documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-bipolar-mood-symptom-follow-up","Bipolar mood symptom follow-up","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-body-image-concern-documentation","Body image concern documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-caffeine-and-anxiety-documentation","Caffeine and anxiety documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-cannabis-use-discussion-documentation","Cannabis use discussion documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-caregiver-burnout-mental-health","Caregiver burnout mental health","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-chronic-illness-adjustment-documentation","Chronic illness adjustment documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-crisis-contact-documentation","Crisis contact documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-digital-overuse-mental-health-documentation","Digital overuse mental health documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-eating-pattern-concern","Eating pattern concern","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-exam-stress-documentation","Exam stress documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-family-conflict-documentation","Family conflict documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-functional-impairment-documentation","Functional impairment documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-generalized-worry-documentation","Generalized worry documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-grief-and-bereavement-review","Grief and bereavement review","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-health-anxiety-review","Health anxiety review","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-insomnia-follow-up","Insomnia follow-up","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-irritability-documentation","Irritability documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-loneliness-and-social-isolation-review","Loneliness and social isolation review","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-low-mood-follow-up","Low mood follow-up","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-medication-adherence-mental-health","Medication adherence mental health","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-medication-change-discussion-documentation","Medication change discussion documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-medication-side-effect-mental-health-review","Medication side-effect mental health review","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-mindfulness-discussion-documentation","Mindfulness discussion documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-mood-diary-review","Mood diary review","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"psych-neurodiversity-accommodations-documentation","Neurodiversity accommodations documentation","Psychiatry / Mental Health outpatient","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
